0.88244;0.88152;0.88060;0.87969;0.87877;0.87786;0.87695;0.87603;0.87512;0.87421;0.87330;0.87240;0.87149;0.87059;0.86968;0.86878;0.86788;0.86698;0.86608;0.86518;0.86428;0.86339;0.86249;0.86160;0.86070;0.85981;0.85892;0.85803;0.85714;0.85626;0.85537;0.85449;0.85360;0.85272;0.85184;0.85096;0.85008;0.84920;0.84832;0.84745;0.84657;0.84570;0.84483;0.84395;0.84308;0.84221;0.84134;0.84048;0.83961;0.83875;0.83788;0.83702;0.83616;0.83530;0.83444;0.83358;0.83272;0.83186;0.83101;0.83015;0.82930;0.82845;0.82759;0.82674;0.82590;0.82505;0.82420;0.82335;0.82251;0.82166;0.82082;0.81998;0.81914;0.81830;0.81746;0.81662;0.81579;0.81495;0.81412;0.81328;0.81245;0.81162;0.81079;0.80996;0.80913;0.80830;0.80747;0.80665;0.80582;0.80500;0.80418;0.80336;0.80254;0.80172;0.80090;0.80008;0.79926;0.79845;0.79764
0.88414;0.88325;0.88235;0.88146;0.88056;0.87967;0.87878;0.87789;0.87700;0.87612;0.87523;0.87434;0.87346;0.87258;0.87169;0.87081;0.86993;0.86905;0.86817;0.86730;0.86642;0.86555;0.86467;0.86380;0.86293;0.86206;0.86119;0.86032;0.85945;0.85859;0.85772;0.85686;0.85599;0.85513;0.85427;0.85341;0.85255;0.85169;0.85084;0.84998;0.84912;0.84827;0.84742;0.84657;0.84572;0.84487;0.84402;0.84317;0.84232;0.84148;0.84063;0.83979;0.83895;0.83810;0.83726;0.83642;0.83558;0.83475;0.83391;0.83307;0.83224;0.83141;0.83057;0.82974;0.82891;0.82808;0.82725;0.82643;0.82560;0.82477;0.82395;0.82312;0.82230;0.82148;0.82066;0.81984;0.81902;0.81820;0.81739;0.81657;0.81575;0.81494;0.81413;0.81332;0.81250;0.81169;0.81089;0.81008;0.80927;0.80846;0.80766;0.80685;0.80605;0.80525;0.80445;0.80365;0.80285;0.80205;0.80125
0.86776;0.86691;0.86606;0.86521;0.86436;0.86352;0.86267;0.86182;0.86098;0.86013;0.85929;0.85845;0.85761;0.85677;0.85593;0.85509;0.85425;0.85342;0.85258;0.85175;0.85091;0.85008;0.84925;0.84842;0.84759;0.84676;0.84594;0.84511;0.84428;0.84346;0.84264;0.84181;0.84099;0.84017;0.83935;0.83853;0.83771;0.83690;0.83608;0.83527;0.83445;0.83364;0.83283;0.83201;0.83120;0.83039;0.82959;0.82878;0.82797;0.82717;0.82636;0.82556;0.82475;0.82395;0.82315;0.82235;0.82155;0.82075;0.81996;0.81916;0.81836;0.81757;0.81677;0.81598;0.81519;0.81440;0.81361;0.81282;0.81203;0.81124;0.81046;0.80967;0.80889;0.80810;0.80732;0.80654;0.80576;0.80498;0.80420;0.80342;0.80264;0.80186;0.80109;0.80031;0.79954;0.79877;0.79799;0.79722;0.79645;0.79568;0.79491;0.79415;0.79338;0.79261;0.79185;0.79108;0.79032;0.78956;0.78879
0.83420;0.83341;0.83263;0.83184;0.83106;0.83027;0.82949;0.82871;0.82793;0.82715;0.82637;0.82559;0.82481;0.82403;0.82326;0.82248;0.82171;0.82093;0.82016;0.81939;0.81862;0.81785;0.81708;0.81631;0.81554;0.81477;0.81401;0.81324;0.81248;0.81172;0.81095;0.81019;0.80943;0.80867;0.80791;0.80715;0.80639;0.80564;0.80488;0.80413;0.80337;0.80262;0.80187;0.80111;0.80036;0.79961;0.79886;0.79811;0.79737;0.79662;0.79587;0.79513;0.79438;0.79364;0.79290;0.79215;0.79141;0.79067;0.78993;0.78919;0.78845;0.78772;0.78698;0.78624;0.78551;0.78478;0.78404;0.78331;0.78258;0.78185;0.78112;0.78039;0.77966;0.77893;0.77820;0.77748;0.77675;0.77603;0.77530;0.77458;0.77386;0.77314;0.77242;0.77170;0.77098;0.77026;0.76954;0.76882;0.76811;0.76739;0.76668;0.76596;0.76525;0.76454;0.76383;0.76311;0.76240;0.76170;0.76099
0.78475;0.78405;0.78334;0.78264;0.78194;0.78123;0.78053;0.77983;0.77913;0.77843;0.77773;0.77703;0.77634;0.77564;0.77494;0.77425;0.77355;0.77286;0.77217;0.77147;0.77078;0.77009;0.76940;0.76871;0.76802;0.76733;0.76664;0.76596;0.76527;0.76458;0.76390;0.76322;0.76253;0.76185;0.76117;0.76049;0.75980;0.75912;0.75844;0.75777;0.75709;0.75641;0.75573;0.75506;0.75438;0.75371;0.75303;0.75236;0.75169;0.75102;0.75034;0.74967;0.74900;0.74833;0.74767;0.74700;0.74633;0.74566;0.74500;0.74433;0.74367;0.74300;0.74234;0.74168;0.74102;0.74036;0.73969;0.73903;0.73838;0.73772;0.73706;0.73640;0.73574;0.73509;0.73443;0.73378;0.73312;0.73247;0.73182;0.73117;0.73052;0.72986;0.72921;0.72856;0.72792;0.72727;0.72662;0.72597;0.72533;0.72468;0.72404;0.72339;0.72275;0.72211;0.72146;0.72082;0.72018;0.71954;0.71890
0.72107;0.72046;0.71985;0.71925;0.71864;0.71803;0.71743;0.71682;0.71622;0.71561;0.71501;0.71440;0.71380;0.71320;0.71260;0.71200;0.71139;0.71079;0.71019;0.70960;0.70900;0.70840;0.70780;0.70720;0.70661;0.70601;0.70542;0.70482;0.70423;0.70363;0.70304;0.70245;0.70185;0.70126;0.70067;0.70008;0.69949;0.69890;0.69831;0.69772;0.69714;0.69655;0.69596;0.69538;0.69479;0.69420;0.69362;0.69303;0.69245;0.69187;0.69128;0.69070;0.69012;0.68954;0.68896;0.68838;0.68780;0.68722;0.68664;0.68606;0.68549;0.68491;0.68433;0.68376;0.68318;0.68261;0.68203;0.68146;0.68088;0.68031;0.67974;0.67917;0.67859;0.67802;0.67745;0.67688;0.67631;0.67575;0.67518;0.67461;0.67404;0.67347;0.67291;0.67234;0.67178;0.67121;0.67065;0.67008;0.66952;0.66896;0.66840;0.66783;0.66727;0.66671;0.66615;0.66559;0.66503;0.66447;0.66391
0.64510;0.64460;0.64410;0.64360;0.64310;0.64260;0.64210;0.64160;0.64110;0.64060;0.64011;0.63961;0.63911;0.63861;0.63812;0.63762;0.63712;0.63663;0.63613;0.63564;0.63514;0.63465;0.63416;0.63366;0.63317;0.63268;0.63218;0.63169;0.63120;0.63071;0.63022;0.62973;0.62924;0.62875;0.62826;0.62777;0.62728;0.62679;0.62630;0.62582;0.62533;0.62484;0.62436;0.62387;0.62338;0.62290;0.62241;0.62193;0.62144;0.62096;0.62048;0.61999;0.61951;0.61903;0.61854;0.61806;0.61758;0.61710;0.61662;0.61614;0.61566;0.61518;0.61470;0.61422;0.61374;0.61326;0.61278;0.61231;0.61183;0.61135;0.61088;0.61040;0.60992;0.60945;0.60897;0.60850;0.60802;0.60755;0.60707;0.60660;0.60613;0.60566;0.60518;0.60471;0.60424;0.60377;0.60330;0.60283;0.60236;0.60189;0.60142;0.60095;0.60048;0.60001;0.59954;0.59907;0.59861;0.59814;0.59767
0.55901;0.55863;0.55824;0.55785;0.55747;0.55708;0.55670;0.55631;0.55593;0.55554;0.55515;0.55477;0.55439;0.55400;0.55362;0.55323;0.55285;0.55247;0.55208;0.55170;0.55132;0.55093;0.55055;0.55017;0.54979;0.54940;0.54902;0.54864;0.54826;0.54788;0.54750;0.54711;0.54673;0.54635;0.54597;0.54559;0.54521;0.54483;0.54445;0.54407;0.54369;0.54331;0.54293;0.54256;0.54218;0.54180;0.54142;0.54104;0.54066;0.54029;0.53991;0.53953;0.53916;0.53878;0.53840;0.53802;0.53765;0.53727;0.53690;0.53652;0.53614;0.53577;0.53539;0.53502;0.53464;0.53427;0.53390;0.53352;0.53315;0.53277;0.53240;0.53203;0.53165;0.53128;0.53091;0.53053;0.53016;0.52979;0.52942;0.52904;0.52867;0.52830;0.52793;0.52756;0.52719;0.52682;0.52645;0.52607;0.52570;0.52533;0.52496;0.52459;0.52423;0.52386;0.52349;0.52312;0.52275;0.52238;0.52201
0.46512;0.46485;0.46458;0.46431;0.46404;0.46378;0.46351;0.46324;0.46297;0.46270;0.46244;0.46217;0.46190;0.46163;0.46136;0.46110;0.46083;0.46056;0.46029;0.46003;0.45976;0.45949;0.45922;0.45895;0.45869;0.45842;0.45815;0.45788;0.45761;0.45735;0.45708;0.45681;0.45654;0.45628;0.45601;0.45574;0.45547;0.45520;0.45494;0.45467;0.45440;0.45413;0.45387;0.45360;0.45333;0.45306;0.45280;0.45253;0.45226;0.45199;0.45173;0.45146;0.45119;0.45092;0.45066;0.45039;0.45012;0.44985;0.44959;0.44932;0.44905;0.44879;0.44852;0.44825;0.44798;0.44772;0.44745;0.44718;0.44692;0.44665;0.44638;0.44611;0.44585;0.44558;0.44531;0.44505;0.44478;0.44451;0.44425;0.44398;0.44371;0.44345;0.44318;0.44291;0.44265;0.44238;0.44211;0.44185;0.44158;0.44131;0.44105;0.44078;0.44051;0.44025;0.43998;0.43972;0.43945;0.43918;0.43892
0.36581;0.36566;0.36551;0.36536;0.36521;0.36506;0.36491;0.36476;0.36461;0.36446;0.36430;0.36415;0.36400;0.36385;0.36370;0.36355;0.36340;0.36324;0.36309;0.36294;0.36279;0.36263;0.36248;0.36233;0.36218;0.36202;0.36187;0.36171;0.36156;0.36141;0.36125;0.36110;0.36094;0.36079;0.36064;0.36048;0.36033;0.36017;0.36002;0.35986;0.35970;0.35955;0.35939;0.35924;0.35908;0.35892;0.35877;0.35861;0.35845;0.35830;0.35814;0.35798;0.35783;0.35767;0.35751;0.35735;0.35720;0.35704;0.35688;0.35672;0.35656;0.35640;0.35625;0.35609;0.35593;0.35577;0.35561;0.35545;0.35529;0.35513;0.35497;0.35481;0.35465;0.35449;0.35433;0.35417;0.35401;0.35385;0.35369;0.35353;0.35337;0.35321;0.35304;0.35288;0.35272;0.35256;0.35240;0.35224;0.35208;0.35191;0.35175;0.35159;0.35143;0.35126;0.35110;0.35094;0.35078;0.35061;0.35045
0.26347;0.26344;0.26341;0.26337;0.26334;0.26330;0.26326;0.26323;0.26319;0.26316;0.26312;0.26308;0.26304;0.26300;0.26297;0.26293;0.26289;0.26285;0.26281;0.26277;0.26273;0.26269;0.26265;0.26261;0.26256;0.26252;0.26248;0.26244;0.26239;0.26235;0.26231;0.26226;0.26222;0.26218;0.26213;0.26209;0.26204;0.26200;0.26195;0.26190;0.26186;0.26181;0.26176;0.26172;0.26167;0.26162;0.26157;0.26152;0.26147;0.26143;0.26138;0.26133;0.26128;0.26123;0.26118;0.26112;0.26107;0.26102;0.26097;0.26092;0.26087;0.26081;0.26076;0.26071;0.26065;0.26060;0.26055;0.26049;0.26044;0.26038;0.26033;0.26027;0.26022;0.26016;0.26011;0.26005;0.25999;0.25994;0.25988;0.25982;0.25976;0.25971;0.25965;0.25959;0.25953;0.25947;0.25941;0.25935;0.25929;0.25923;0.25917;0.25911;0.25905;0.25899;0.25893;0.25887;0.25881;0.25874;0.25868
0.16044;0.16052;0.16059;0.16067;0.16074;0.16081;0.16088;0.16095;0.16103;0.16110;0.16117;0.16124;0.16130;0.16137;0.16144;0.16151;0.16158;0.16164;0.16171;0.16178;0.16184;0.16191;0.16197;0.16204;0.16210;0.16216;0.16222;0.16229;0.16235;0.16241;0.16247;0.16253;0.16259;0.16265;0.16271;0.16277;0.16283;0.16289;0.16294;0.16300;0.16306;0.16311;0.16317;0.16323;0.16328;0.16333;0.16339;0.16344;0.16350;0.16355;0.16360;0.16365;0.16370;0.16376;0.16381;0.16386;0.16391;0.16396;0.16401;0.16405;0.16410;0.16415;0.16420;0.16425;0.16429;0.16434;0.16438;0.16443;0.16447;0.16452;0.16456;0.16461;0.16465;0.16469;0.16474;0.16478;0.16482;0.16486;0.16490;0.16494;0.16498;0.16502;0.16506;0.16510;0.16514;0.16518;0.16522;0.16526;0.16529;0.16533;0.16537;0.16540;0.16544;0.16547;0.16551;0.16554;0.16558;0.16561;0.16565
0.05890;0.05908;0.05925;0.05942;0.05959;0.05976;0.05993;0.06010;0.06027;0.06044;0.06061;0.06078;0.06094;0.06111;0.06128;0.06144;0.06160;0.06177;0.06193;0.06209;0.06226;0.06242;0.06258;0.06274;0.06290;0.06306;0.06322;0.06338;0.06353;0.06369;0.06385;0.06400;0.06416;0.06432;0.06447;0.06462;0.06478;0.06493;0.06508;0.06523;0.06539;0.06554;0.06569;0.06584;0.06598;0.06613;0.06628;0.06643;0.06658;0.06672;0.06687;0.06701;0.06716;0.06730;0.06745;0.06759;0.06773;0.06787;0.06802;0.06816;0.06830;0.06844;0.06858;0.06872;0.06885;0.06899;0.06913;0.06927;0.06940;0.06954;0.06968;0.06981;0.06994;0.07008;0.07021;0.07035;0.07048;0.07061;0.07074;0.07087;0.07100;0.07113;0.07126;0.07139;0.07152;0.07165;0.07178;0.07190;0.07203;0.07216;0.07228;0.07241;0.07253;0.07266;0.07278;0.07290;0.07303;0.07315;0.07327
-0.03915;-0.03889;-0.03863;-0.03837;-0.03812;-0.03786;-0.03760;-0.03734;-0.03709;-0.03683;-0.03658;-0.03633;-0.03607;-0.03582;-0.03557;-0.03532;-0.03507;-0.03482;-0.03457;-0.03432;-0.03407;-0.03383;-0.03358;-0.03334;-0.03309;-0.03285;-0.03260;-0.03236;-0.03212;-0.03187;-0.03163;-0.03139;-0.03115;-0.03091;-0.03068;-0.03044;-0.03020;-0.02996;-0.02973;-0.02949;-0.02926;-0.02902;-0.02879;-0.02856;-0.02832;-0.02809;-0.02786;-0.02763;-0.02740;-0.02717;-0.02694;-0.02672;-0.02649;-0.02626;-0.02603;-0.02581;-0.02558;-0.02536;-0.02514;-0.02491;-0.02469;-0.02447;-0.02425;-0.02403;-0.02381;-0.02359;-0.02337;-0.02315;-0.02293;-0.02271;-0.02250;-0.02228;-0.02207;-0.02185;-0.02164;-0.02142;-0.02121;-0.02100;-0.02079;-0.02057;-0.02036;-0.02015;-0.01994;-0.01973;-0.01953;-0.01932;-0.01911;-0.01890;-0.01870;-0.01849;-0.01829;-0.01808;-0.01788;-0.01767;-0.01747;-0.01727;-0.01707;-0.01687;-0.01667
-0.13197;-0.13163;-0.13130;-0.13097;-0.13064;-0.13031;-0.12998;-0.12965;-0.12932;-0.12899;-0.12866;-0.12834;-0.12801;-0.12769;-0.12736;-0.12704;-0.12672;-0.12639;-0.12607;-0.12575;-0.12543;-0.12511;-0.12479;-0.12448;-0.12416;-0.12384;-0.12353;-0.12321;-0.12290;-0.12259;-0.12227;-0.12196;-0.12165;-0.12134;-0.12103;-0.12072;-0.12041;-0.12010;-0.11980;-0.11949;-0.11918;-0.11888;-0.11857;-0.11827;-0.11797;-0.11766;-0.11736;-0.11706;-0.11676;-0.11646;-0.11616;-0.11586;-0.11557;-0.11527;-0.11497;-0.11468;-0.11438;-0.11409;-0.11379;-0.11350;-0.11321;-0.11292;-0.11263;-0.11233;-0.11204;-0.11176;-0.11147;-0.11118;-0.11089;-0.11061;-0.11032;-0.11003;-0.10975;-0.10947;-0.10918;-0.10890;-0.10862;-0.10834;-0.10806;-0.10778;-0.10750;-0.10722;-0.10694;-0.10666;-0.10638;-0.10611;-0.10583;-0.10556;-0.10528;-0.10501;-0.10473;-0.10446;-0.10419;-0.10392;-0.10365;-0.10338;-0.10311;-0.10284;-0.10257
-0.21806;-0.21767;-0.21727;-0.21688;-0.21649;-0.21610;-0.21572;-0.21533;-0.21494;-0.21456;-0.21417;-0.21379;-0.21340;-0.21302;-0.21264;-0.21226;-0.21188;-0.21150;-0.21112;-0.21074;-0.21036;-0.20998;-0.20961;-0.20923;-0.20886;-0.20848;-0.20811;-0.20774;-0.20737;-0.20699;-0.20662;-0.20625;-0.20589;-0.20552;-0.20515;-0.20478;-0.20442;-0.20405;-0.20369;-0.20332;-0.20296;-0.20260;-0.20224;-0.20188;-0.20152;-0.20116;-0.20080;-0.20044;-0.20008;-0.19973;-0.19937;-0.19901;-0.19866;-0.19831;-0.19795;-0.19760;-0.19725;-0.19690;-0.19655;-0.19620;-0.19585;-0.19550;-0.19515;-0.19480;-0.19446;-0.19411;-0.19377;-0.19342;-0.19308;-0.19274;-0.19239;-0.19205;-0.19171;-0.19137;-0.19103;-0.19069;-0.19036;-0.19002;-0.18968;-0.18934;-0.18901;-0.18867;-0.18834;-0.18801;-0.18767;-0.18734;-0.18701;-0.18668;-0.18635;-0.18602;-0.18569;-0.18536;-0.18503;-0.18471;-0.18438;-0.18405;-0.18373;-0.18341;-0.18308
-0.29625;-0.29581;-0.29538;-0.29494;-0.29451;-0.29408;-0.29365;-0.29322;-0.29279;-0.29236;-0.29193;-0.29150;-0.29108;-0.29065;-0.29023;-0.28980;-0.28938;-0.28896;-0.28853;-0.28811;-0.28769;-0.28727;-0.28685;-0.28643;-0.28602;-0.28560;-0.28518;-0.28477;-0.28435;-0.28394;-0.28353;-0.28311;-0.28270;-0.28229;-0.28188;-0.28147;-0.28106;-0.28065;-0.28025;-0.27984;-0.27943;-0.27903;-0.27863;-0.27822;-0.27782;-0.27742;-0.27701;-0.27661;-0.27621;-0.27581;-0.27541;-0.27502;-0.27462;-0.27422;-0.27383;-0.27343;-0.27304;-0.27264;-0.27225;-0.27186;-0.27147;-0.27107;-0.27068;-0.27029;-0.26991;-0.26952;-0.26913;-0.26874;-0.26836;-0.26797;-0.26759;-0.26720;-0.26682;-0.26643;-0.26605;-0.26567;-0.26529;-0.26491;-0.26453;-0.26415;-0.26377;-0.26340;-0.26302;-0.26264;-0.26227;-0.26189;-0.26152;-0.26114;-0.26077;-0.26040;-0.26003;-0.25966;-0.25929;-0.25892;-0.25855;-0.25818;-0.25781;-0.25745;-0.25708
