0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
0.13266;0.13251;0.13236;0.13220;0.13205;0.13190;0.13175;0.13160;0.13145;0.13129;0.13114;0.13099;0.13084;0.13069;0.13054;0.13039;0.13024;0.13009;0.12994;0.12979;0.12965;0.12950;0.12935;0.12920;0.12905;0.12890;0.12876;0.12861;0.12846;0.12832;0.12817;0.12802;0.12788;0.12773;0.12758;0.12744;0.12729;0.12715;0.12700;0.12686;0.12671;0.12657;0.12642;0.12628;0.12614;0.12599;0.12585;0.12571;0.12556;0.12542;0.12528;0.12513;0.12499;0.12485;0.12471;0.12457;0.12442;0.12428;0.12414;0.12400;0.12386;0.12372;0.12358;0.12344;0.12330;0.12316;0.12302;0.12288;0.12274;0.12260;0.12246;0.12232;0.12219;0.12205;0.12191;0.12177;0.12163;0.12150;0.12136;0.12122;0.12109;0.12095;0.12081;0.12068;0.12054;0.12040;0.12027;0.12013;0.12000;0.11986;0.11973;0.11959;0.11946;0.11932;0.11919;0.11905;0.11892;0.11879;0.11865
0.26224;0.26194;0.26164;0.26134;0.26104;0.26074;0.26044;0.26014;0.25984;0.25954;0.25925;0.25895;0.25865;0.25836;0.25806;0.25777;0.25747;0.25718;0.25688;0.25659;0.25629;0.25600;0.25571;0.25542;0.25512;0.25483;0.25454;0.25425;0.25396;0.25367;0.25338;0.25309;0.25280;0.25252;0.25223;0.25194;0.25165;0.25137;0.25108;0.25080;0.25051;0.25023;0.24994;0.24966;0.24937;0.24909;0.24881;0.24852;0.24824;0.24796;0.24768;0.24740;0.24712;0.24684;0.24656;0.24628;0.24600;0.24572;0.24544;0.24516;0.24489;0.24461;0.24433;0.24405;0.24378;0.24350;0.24323;0.24295;0.24268;0.24240;0.24213;0.24186;0.24158;0.24131;0.24104;0.24077;0.24050;0.24022;0.23995;0.23968;0.23941;0.23914;0.23887;0.23861;0.23834;0.23807;0.23780;0.23753;0.23727;0.23700;0.23673;0.23647;0.23620;0.23594;0.23567;0.23541;0.23514;0.23488;0.23462
0.38574;0.38530;0.38486;0.38442;0.38398;0.38354;0.38310;0.38267;0.38223;0.38179;0.38136;0.38092;0.38049;0.38005;0.37962;0.37919;0.37876;0.37832;0.37789;0.37746;0.37703;0.37660;0.37617;0.37575;0.37532;0.37489;0.37447;0.37404;0.37362;0.37319;0.37277;0.37234;0.37192;0.37150;0.37108;0.37066;0.37024;0.36982;0.36940;0.36898;0.36856;0.36814;0.36773;0.36731;0.36689;0.36648;0.36606;0.36565;0.36524;0.36482;0.36441;0.36400;0.36359;0.36318;0.36277;0.36236;0.36195;0.36154;0.36113;0.36073;0.36032;0.35991;0.35951;0.35910;0.35870;0.35830;0.35789;0.35749;0.35709;0.35669;0.35628;0.35588;0.35548;0.35508;0.35469;0.35429;0.35389;0.35349;0.35310;0.35270;0.35230;0.35191;0.35151;0.35112;0.35073;0.35033;0.34994;0.34955;0.34916;0.34877;0.34838;0.34799;0.34760;0.34721;0.34682;0.34643;0.34605;0.34566;0.34527
0.50034;0.49977;0.49921;0.49864;0.49807;0.49751;0.49694;0.49638;0.49581;0.49525;0.49469;0.49413;0.49357;0.49301;0.49245;0.49189;0.49134;0.49078;0.49022;0.48967;0.48911;0.48856;0.48801;0.48746;0.48691;0.48636;0.48581;0.48526;0.48471;0.48416;0.48362;0.48307;0.48252;0.48198;0.48144;0.48089;0.48035;0.47981;0.47927;0.47873;0.47819;0.47765;0.47712;0.47658;0.47604;0.47551;0.47497;0.47444;0.47391;0.47337;0.47284;0.47231;0.47178;0.47125;0.47072;0.47019;0.46967;0.46914;0.46861;0.46809;0.46757;0.46704;0.46652;0.46600;0.46547;0.46495;0.46443;0.46391;0.46340;0.46288;0.46236;0.46184;0.46133;0.46081;0.46030;0.45978;0.45927;0.45876;0.45825;0.45774;0.45723;0.45672;0.45621;0.45570;0.45519;0.45469;0.45418;0.45367;0.45317;0.45266;0.45216;0.45166;0.45116;0.45066;0.45015;0.44965;0.44916;0.44866;0.44816
0.60347;0.60279;0.60211;0.60143;0.60075;0.60008;0.59940;0.59873;0.59805;0.59738;0.59671;0.59604;0.59537;0.59470;0.59403;0.59336;0.59269;0.59203;0.59136;0.59070;0.59004;0.58937;0.58871;0.58805;0.58739;0.58674;0.58608;0.58542;0.58477;0.58411;0.58346;0.58280;0.58215;0.58150;0.58085;0.58020;0.57955;0.57890;0.57826;0.57761;0.57697;0.57632;0.57568;0.57504;0.57439;0.57375;0.57311;0.57248;0.57184;0.57120;0.57056;0.56993;0.56929;0.56866;0.56803;0.56740;0.56676;0.56613;0.56550;0.56488;0.56425;0.56362;0.56300;0.56237;0.56175;0.56112;0.56050;0.55988;0.55926;0.55864;0.55802;0.55740;0.55678;0.55616;0.55555;0.55493;0.55432;0.55371;0.55309;0.55248;0.55187;0.55126;0.55065;0.55004;0.54943;0.54883;0.54822;0.54762;0.54701;0.54641;0.54581;0.54520;0.54460;0.54400;0.54340;0.54280;0.54221;0.54161;0.54101
0.69287;0.69210;0.69133;0.69056;0.68979;0.68902;0.68825;0.68748;0.68672;0.68595;0.68519;0.68442;0.68366;0.68290;0.68214;0.68138;0.68063;0.67987;0.67911;0.67836;0.67761;0.67685;0.67610;0.67535;0.67460;0.67385;0.67311;0.67236;0.67161;0.67087;0.67013;0.66938;0.66864;0.66790;0.66716;0.66643;0.66569;0.66495;0.66422;0.66348;0.66275;0.66202;0.66128;0.66055;0.65983;0.65910;0.65837;0.65764;0.65692;0.65619;0.65547;0.65475;0.65403;0.65330;0.65258;0.65187;0.65115;0.65043;0.64972;0.64900;0.64829;0.64757;0.64686;0.64615;0.64544;0.64473;0.64402;0.64332;0.64261;0.64191;0.64120;0.64050;0.63979;0.63909;0.63839;0.63769;0.63699;0.63630;0.63560;0.63490;0.63421;0.63351;0.63282;0.63213;0.63144;0.63075;0.63006;0.62937;0.62868;0.62800;0.62731;0.62662;0.62594;0.62526;0.62458;0.62389;0.62321;0.62253;0.62186
0.76668;0.76583;0.76499;0.76415;0.76331;0.76247;0.76163;0.76079;0.75995;0.75912;0.75828;0.75745;0.75662;0.75579;0.75496;0.75413;0.75330;0.75247;0.75165;0.75082;0.75000;0.74918;0.74836;0.74754;0.74672;0.74590;0.74508;0.74427;0.74345;0.74264;0.74183;0.74101;0.74020;0.73939;0.73859;0.73778;0.73697;0.73617;0.73536;0.73456;0.73376;0.73296;0.73216;0.73136;0.73056;0.72977;0.72897;0.72818;0.72738;0.72659;0.72580;0.72501;0.72422;0.72343;0.72265;0.72186;0.72108;0.72029;0.71951;0.71873;0.71795;0.71717;0.71639;0.71561;0.71483;0.71406;0.71328;0.71251;0.71174;0.71097;0.71020;0.70943;0.70866;0.70789;0.70713;0.70636;0.70560;0.70483;0.70407;0.70331;0.70255;0.70179;0.70103;0.70027;0.69952;0.69876;0.69801;0.69725;0.69650;0.69575;0.69500;0.69425;0.69350;0.69275;0.69201;0.69126;0.69052;0.68977;0.68903
0.82345;0.82256;0.82166;0.82077;0.81988;0.81899;0.81811;0.81722;0.81634;0.81545;0.81457;0.81369;0.81281;0.81193;0.81105;0.81017;0.80930;0.80842;0.80755;0.80668;0.80581;0.80494;0.80407;0.80320;0.80233;0.80147;0.80060;0.79974;0.79888;0.79802;0.79716;0.79630;0.79544;0.79459;0.79373;0.79288;0.79202;0.79117;0.79032;0.78947;0.78862;0.78777;0.78693;0.78608;0.78524;0.78440;0.78355;0.78271;0.78187;0.78103;0.78020;0.77936;0.77853;0.77769;0.77686;0.77603;0.77519;0.77436;0.77354;0.77271;0.77188;0.77106;0.77023;0.76941;0.76859;0.76776;0.76694;0.76612;0.76531;0.76449;0.76367;0.76286;0.76204;0.76123;0.76042;0.75961;0.75880;0.75799;0.75718;0.75638;0.75557;0.75477;0.75396;0.75316;0.75236;0.75156;0.75076;0.74996;0.74916;0.74837;0.74757;0.74678;0.74599;0.74519;0.74440;0.74361;0.74282;0.74204;0.74125
0.86220;0.86129;0.86037;0.85945;0.85854;0.85763;0.85671;0.85580;0.85489;0.85398;0.85308;0.85217;0.85127;0.85036;0.84946;0.84856;0.84766;0.84676;0.84586;0.84496;0.84407;0.84317;0.84228;0.84139;0.84050;0.83961;0.83872;0.83783;0.83694;0.83606;0.83517;0.83429;0.83341;0.83253;0.83165;0.83077;0.82989;0.82901;0.82814;0.82726;0.82639;0.82552;0.82465;0.82378;0.82291;0.82204;0.82118;0.82031;0.81945;0.81858;0.81772;0.81686;0.81600;0.81514;0.81428;0.81343;0.81257;0.81172;0.81087;0.81001;0.80916;0.80831;0.80746;0.80662;0.80577;0.80492;0.80408;0.80324;0.80239;0.80155;0.80071;0.79987;0.79903;0.79820;0.79736;0.79653;0.79569;0.79486;0.79403;0.79320;0.79237;0.79154;0.79071;0.78988;0.78906;0.78823;0.78741;0.78659;0.78577;0.78495;0.78413;0.78331;0.78249;0.78168;0.78086;0.78005;0.77923;0.77842;0.77761
